PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Meneghini, R				Meneghini, R			The key role of collaborative work in the growth of Brazilian science in the last ten years	SCIENTOMETRICS			English	Article								The Brazilian scientific production and its international impact increased considerably in the last 10 years. This increase occurred in spite of a reduction in the resources for science in the same period. The data show that the explanation for this apparent paradox lies in the active process of international and national collaboration which increased in this same period. Collaborative work was supported by several programs of the Brazilian agencies. Advantages and possible drawbacks of the intensification of scientific collaboration for the Brazilian science are discussed.			Meneghini, R (corresponding author), UNIV SAO PAULO,INST QUIM,DEPT BIOQUIM,CP 26077,BR-05599970 SAO PAULO,BRAZIL.		Meneghini, Rogério/I-2961-2015				ABELSON PH, 1991, SCIENCE, V252, P9, DOI 10.1126/science.2011755; BRISOLLA SN, 1994, INDICADORES QUANTITA; GIBBS WW, 1995, SCI AM           AUG, P92; LETA J, 1995, UNPUB PROFILE SCI BR; MENEGHINI R, 1992, SCIENTOMETRICS, V23, P21, DOI 10.1007/BF02020911; Varsavsky Oscar, 1969, CIENCIA POLITICA CIE	6	28	29	0	9	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0138-9130			SCIENTOMETRICS	Scientometrics	MAR-APR	1996	35	3					367	373		10.1007/BF02016907			7	Computer Science, Interdisciplinary Applications; Information Science & Library Science	Social Science Citation Index (SSCI)	Computer Science; Information Science & Library Science	UJ974	WOS:A1996UJ97400006					2022-02-13	
J	Nieminen, P				Nieminen, P			Type of empirical research reports, as an explanatory factor in citation performance of psychiatric research	SCIENTOMETRICS			English	Article								In all fields of human sciences there has long been a debate whether research of these fields should closely follow the traditional method with accurate measurements and statistical inference. More qualitative approaches have been proposed, by which is ment that the research aim is to use the data in their qualitative form. The purpose of this study was to describe the differences in citations between qualitative and quantitative empirical reports. A total of 262 published reports of research pertaining to the therapeutic community and psychiatric wards in a variety of treatment settings from 1987 to 1992 were analyzed. The main finding of this study was that quantitative reports were mon frequently cited than qualitative ones - also when some confounding factors were controlled.			Nieminen, P (corresponding author), UNIV OULU, DEPT PSYCHIAT, OULU 90220, FINLAND.		Nieminen, Pentti/A-7571-2012	Nieminen, Pentti/0000-0003-0591-586X			EGGHE L, 1990, INTRO INFORMETRICS Q, P211; FEINSTEIN AR, 1985, CLIN EPIDEMIOLOGY AR, P392; GERSTEIN DR, 1990, NEW ENGL J MED, V323, P844, DOI 10.1056/NEJM199009203231230; GODIN B, 1995, SCIENTOMETRICS, V33, P3, DOI 10.1007/BF02020771; HERBERTZ H, 1995, SCIENTOMETRICS, V33, P117, DOI 10.1007/BF02020777; Hosmer D.W., 1989, APPL LOGISTIC REGRES; Huberman M, 1994, QUALITATIVE DATA ANA, P1; ISOHANNI M, 1983, ACTA U OULUENSIS D, V111; KENNARD D, 1983, INTRO THERAPEUTIC CO, P50; LIBERMAN RP, 1983, PRINCIPLES PRACTICE, P67; LUUKKONEN T, 1992, SCI TECHNOL HUM VAL, V17, P101, DOI 10.1177/016224399201700106; MOED HF, 1985, SCIENTOMETRICS, V8, P177, DOI 10.1007/BF02016935; PERITZ BC, 1994, SCIENTOMETRICS, V30, P175, DOI 10.1007/BF02017221; PERITZ BC, 1983, SCIENTOMETRICS, V5, P211, DOI 10.1007/BF02019738; TRAUER T, 1984, BRIT J MED PSYCHOL, V54, P71; Wexler H K, 1992, NIDA Res Monogr, V118, P156	16	9	9	0	2	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0138-9130			SCIENTOMETRICS	Scientometrics	MAR-APR	1996	35	3					309	320		10.1007/BF02016903			12	Computer Science, Interdisciplinary Applications; Information Science & Library Science	Social Science Citation Index (SSCI)	Computer Science; Information Science & Library Science	UJ974	WOS:A1996UJ97400002					2022-02-13	
J	Seglen, PO				Seglen, PO			Quantification of scientific article contents	SCIENTOMETRICS			English	Article							QUALITY; LESS	The information contents of 143 biomedical journal articles were quantified by standardized criteria, emphasizing quantitative measurements and estimated labour investments. A hundredfold variability in article information contents was uncovered, producing a Poisson distribution with a median (peak) value at about one-half of the sample mean. Two-thirds of the articles thus had information contents below the average scientific article, testifying to the somewhat excessive fragmentation of the primary scientific literature: The information contents of an article depended on three different factors: (1) the number of pages, which rarely exceeded an upper limit corresponding to the standard article format (7-8 pages); (2) the number of figures plus tables per page, which similarly reached saturation at the standard format value (one per page); (3) the density of information packaging within each figure and table, for which no upper limit was observed. The latter factor could, therefore, account for virtually all information contents in excess of the standard article format. Differences in the information density of figures and tables were apparently not perceived by a peer reviewer, who tended to overestimate low-contents articles and underestimate high-contents articles. Furthermore, a model evaluation of the article authors indicated that evaluation by contents quantification and by straight article counting might give different results. Since neither peer review nor publication counts could satisfactorily detect differences in the information contents of scientific articles, objective contents quantification would seem to be required for an exact and fair evaluation of scientific productivity.	NORWEGIAN RADIUM HOSP,INST CANC RES,N-0310 OSLO,NORWAY		Seglen, PO (corresponding author), INST STUDIES RES & HIGHER EDUC,MUNTHES GT 29,N-0260 OSLO,NORWAY.						BROAD WJ, 1981, SCIENCE, V211, P1137, DOI 10.1126/science.7008199; CRANE D, 1965, AM SOCIOL REV, V30, P699, DOI 10.2307/2091138; GREEN JG, 1989, FASEB J, V3, P1987, DOI 10.1096/fasebj.3.8.2721858; HAYES SC, 1983, AM PSYCHOL, V38, P1398, DOI 10.1037/0003-066X.38.12.1398; Kyvik S., 1991, PRODUCTIVITY ACAD SC; LAWANI SM, 1977, BIOSCIENCE, V27, P26, DOI 10.2307/1297790; MADDOX J, 1989, NATURE, V342, P733, DOI 10.1038/342733a0; Nudelman A. E., 1972, AM SOCIOL, V7, P9; SEGLEN PO, 1992, J AM SOC INFORM SCI, V43, P628, DOI 10.1002/(SICI)1097-4571(199210)43:9<628::AID-ASI5>3.0.CO;2-0; SEGLEN PO, 1994, J AM SOC INFORM SCI, V45, P1, DOI 10.1002/(SICI)1097-4571(199401)45:1<1::AID-ASI1>3.0.CO;2-Y; SEGLEN PO, 1992, REPRESENTATIONS SCI, P240; SENGUPTA IN, 1986, SCIENTOMETRICS, V10, P235, DOI 10.1007/BF02016772	12	9	9	0	12	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0138-9130			SCIENTOMETRICS	Scientometrics	MAR-APR	1996	35	3					355	366		10.1007/BF02016906			12	Computer Science, Interdisciplinary Applications; Information Science & Library Science	Social Science Citation Index (SSCI)	Computer Science; Information Science & Library Science	UJ974	WOS:A1996UJ97400005					2022-02-13	
J	Vinkler, P				Vinkler, P			Relationships between the rate of scientific development and citations. The chance for citedness model	SCIENTOMETRICS			English	Article							SUBFIELDS	Chances for information to be cited (CC) depend on disciplines and topics because of different publication and referencing practices. However, the developmental rate of knowledge strongly influences CC as well. By a simple model it has been concluded that CC are the greater the faster the publication rate.			Vinkler, P (corresponding author), HUNGARIAN ACAD SCI,CENT RES INST CHEM,PUSZTASZERI UT 59-67,H-1025 BUDAPEST,HUNGARY.		Vinkler, Péter/AAK-3016-2021				Braun T., 1987, LIT ANAL CHEM SCIENT; BRENNAN MB, 1994, C EN            0822; GARFIELD E, 1979, CITATION INDEXING; Havemann F, 2010, NAUKOMETRIYA; *INST SCI INF, 1992, SCI CIT IND J CIT RE; PLOMP R, 1994, SCIENTOMETRICS, V29, P377, DOI 10.1007/BF02033446; PRICE DD, 1961, LITLE SCI BIG SCI; Price DJ, 1970, COMMUNICATION SCI EN; VINKLER P, 1987, SCIENTOMETRICS, V12, P47, DOI 10.1007/BF02016689; VINKLER P, 1988, SCIENTOMETRICS, V14, P453, DOI 10.1007/BF02017102; VINKLER P, 1991, SCIENTOMETRICS, V20, P145, DOI 10.1007/BF02018152; VINKLER P, 1995, P 5 INT C INT SOC SC	12	13	13	0	13	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0138-9130			SCIENTOMETRICS	Scientometrics	MAR-APR	1996	35	3					375	386		10.1007/BF02016908			12	Computer Science, Interdisciplinary Applications; Information Science & Library Science	Social Science Citation Index (SSCI)	Computer Science; Information Science & Library Science	UJ974	WOS:A1996UJ97400007					2022-02-13	
J	Winclawska, BM				Winclawska, BM			Polish sociology citation index (principles for creation and the first results)	SCIENTOMETRICS			English	Article								The author discusses inefficiencies of Garfield's Social Sciences Citation Index to measure quality of a discipline in a national context. She proposes an alternative measurement tool to the Garfield's index. The example of sociology was selected; an index of Polish sociology was created and data from it was compared with data retrieved from the SSCI. The two sets were compared to show greater ''sensitivity'' of the locally created index.			Winclawska, BM (corresponding author), NICHOLAS COPERNICUS UNIV,MAIN LIB,UL GAGARINA 13,PL-87100 TORUN,POLAND.		Webster, Berenika Maria/O-4885-2019; Webster, Berenika M/A-4171-2008	Webster, Berenika Maria/0000-0003-0183-3904; Webster, Berenika M/0000-0003-0183-3904			BONHEIM H, 1993, SCIENTOMETRICS, V26, P243, DOI 10.1007/BF02016217; HAGENDIJK R, 1984, MENS MAATSCHAPPIJ, V59, P226; HOBOHM HC, 1994, C SOC SCI INF NEEDS; SOZANSKA M, 1993, UNPUB SEM BIBL GLOWN, P6	4	26	26	0	4	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0138-9130			SCIENTOMETRICS	Scientometrics	MAR-APR	1996	35	3					387	391		10.1007/BF02016909			5	Computer Science, Interdisciplinary Applications; Information Science & Library Science	Social Science Citation Index (SSCI)	Computer Science; Information Science & Library Science	UJ974	WOS:A1996UJ97400008					2022-02-13	
J	Davis, G; Royle, P				Davis, G; Royle, P			A comparison of Australian university output using journal impact factors	SCIENTOMETRICS			English	Article							SCIENCE	We weighted the output of SCI items from Australian universities using journal impact factors. This provides us with an accessible quality indicator of science journal publishing, and allow us to scale for institutional size in terms of output and research staff. Use of this indicator for the 20 pre-1987 Australian universities demonstrates that although some universities rank highly on output, when scaled for institutional size they are overtaken by some of the smaller, more recently established universities.	LA TROBE UNIV,BORCHARDT LIB,BUNDOORA,VIC 3083,AUSTRALIA		Davis, G (corresponding author), LA TROBE UNIV,SCH MATH,BUNDOORA,VIC 3083,AUSTRALIA.						BOURKE P, 1993, CAMPUS REV      0526, P7; BOURKE P, 1995, AUSTRALIAN      0322, P29; BOURKE P, 1994, MONOGRAPH SERIES AUS, V1; BRENNAN M, 1993, AUSTR FINANCIAL 0603, P21; BRENNAN M, 1993, CAMPUS REV      0610, P9; BRUCE D, 1993, AGE MELBOURNE   0519, P7; CARPENTER MP, 1988, SCIENTOMETRICS, V14, P213, DOI 10.1007/BF02020076; Garfield E., 1994, CURR CONTENTS, V41, P3; HILL S, 1994, 27 NAT BOARD EMPL ED; LARKIN F, 1995, AUSTRALIAN      0322, P29; LEYDESDORFF L, 1989, SCIENTOMETRICS, V17, P111, DOI 10.1007/BF02017727; LOWE I, 1995, AUSTRALIAN      0322, P28; LOWE I, 1995, NEW SCI         0520, P7; MACLEAN S, 1994, AGE MELBOURNE   0315, P16; MCALLISTER PR, 1980, J AM SOC INFORM SCI, V31, P147, DOI 10.1002/asi.4630310304; MOULDEN B, 1995, AUSTRALIAN      0322, P28; *NAT BOARD EMPL ED, 1993, RES PERF IND SURV; OSBORNE MJ, 1993, CAMPUS REV      0624, P9; POCKLEY P, 1993, AGE MELBOURNE   0517, P3; Royle P., 1994, AUST ACAD RES LIBR, V25, P77; ROYLE P, 1995, CAMPUS REV      0209, P5; ROYLE PL, 1995, 5 INT C SCI BIBL CHI; SEGLEN PO, 1992, J AM SOC INFORM SCI, V43, P628, DOI 10.1002/(SICI)1097-4571(199210)43:9<628::AID-ASI5>3.0.CO;2-0	23	13	13	0	4	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0138-9130			SCIENTOMETRICS	Scientometrics	JAN	1996	35	1					45	58		10.1007/BF02018232			14	Computer Science, Interdisciplinary Applications; Information Science & Library Science	Social Science Citation Index (SSCI)	Computer Science; Information Science & Library Science	UJ972	WOS:A1996UJ97200004					2022-02-13	
J	Hodges, S; Hodges, B; Meadows, AJ; Beaulieu, M; Law, D				Hodges, S; Hodges, B; Meadows, AJ; Beaulieu, M; Law, D			The use of an algorithmic approach for the assessment of research quality	SCIENTOMETRICS			English	Article								Recent years have seen a growing interest in the use of quantitative parameters for assessing the quality of research carried out at universities. In the UK, university departments are now subject to regular investigations of their research standing. As part of these investigations, a considerable amount of quantitative (as well as qualitative) information is collected from each department. This is made available to the panels appointed to assess research quality in each subject area. One question that has been raised is whether the data can be combined in some way to provide an index which can help guide the panels' deliberations. This question is looked at here via a detailed examination of the returns from four universities for the most recent (1992) research assessment exercise. The results suggest that attempts to derive an algorithm are only likely to be helpful for a limited range of subjects.	CITY UNIV LONDON,LONDON EC1V 0HB,ENGLAND; UNIV LONDON KINGS COLL,LONDON WC2R 2LS,ENGLAND		Hodges, S (corresponding author), UNIV LOUGHBOROUGH,LOUGHBOROUGH LE11 3TU,LEICS,ENGLAND.		Law, Derek/K-9569-2019	Law, Derek/0000-0003-2833-5825			*HEFC, 1994, 1992 HEFC RES SUBG J; *HEFC, 1993, 1992 HEFC; Martin B. R., 1992, ACAD RES PERFORMANCE; MOED HF, 1985, RES POLICY, V14, P131, DOI 10.1016/0048-7333(85)90012-5; ZHU J, 1991, SCIENTOMETRICS, V21, P171, DOI 10.1007/BF02017567	5	5	5	0	7	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0138-9130			SCIENTOMETRICS	Scientometrics	JAN	1996	35	1					3	13		10.1007/BF02018229			11	Computer Science, Interdisciplinary Applications; Information Science & Library Science	Social Science Citation Index (SSCI)	Computer Science; Information Science & Library Science	UJ972	WOS:A1996UJ97200001					2022-02-13	
J	Katz, JS; Hicks, DM				Katz, JS; Hicks, DM			A systemic view of British science	SCIENTOMETRICS			English	Article								Systemic analyses of national research systems are now within the reach of bibliometricians. By systemic we mean comprehensive, time series, institutionally based, sectoral level analyses of national research output. This paper describes such an analysis for the UK, a system comprising 8% of world scientific output. The paper analyses publishing size and the number of publishing institutions for each sector. Then each sector's intra-sectoral, inter-sectoral and international collaboration is assessed. The paper then examines the data by field, looking at sector publishing profiles across fields, and at how the collaborative patterns vary between fields. It concludes with a summary profile of each institutional sector.			Katz, JS (corresponding author), UNIV SUSSEX,SCI POLICY RES UNIT,CTR SCI TECHNOL ENERGY & ENVIRONM POLICY,BRIGHTON BN1 9RF,E SUSSEX,ENGLAND.						DEBRUIN RE, 1992, CWTS9204 U LEID MIN; FREEMAN C, 1992, NATL SYSTEMS INNOVAT, P169; Gibbons M., 1994, NEW PRODUCTION KNOWL; GODIN B, 1995, SCIENTOMETRICS, V33, P3, DOI 10.1007/BF02020771; GOMEZ I, 1995, P 5 BIENN C INT SOC, P187; Katz J. S., 1995, P 5 BIENN C INT SOC; KATZ JS, 1995, CHANGING SHAPE BRIT; *NATL SCI BOARD, SCI ENG IND; Nelson R. R., 1993, NATL SYSTEMS INNOVAT; OECD, 1994, ACC EXP SCI TECHN KN; Ziman J., 1994, PROMETHEUS BOUND SCI	11	14	14	0	10	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0138-9130			SCIENTOMETRICS	Scientometrics	JAN	1996	35	1					133	154		10.1007/BF02018237			22	Computer Science, Interdisciplinary Applications; Information Science & Library Science	Social Science Citation Index (SSCI)	Computer Science; Information Science & Library Science	UJ972	WOS:A1996UJ97200009					2022-02-13	
J	Leta, J; DeMeis, L				Leta, J; DeMeis, L			A profile of science in Brazil	SCIENTOMETRICS			English	Article							BIOCHEMISTS	The Brazilian contribution to publications in science and humanities increased from 0.29% of the worldwide total in 1981 to 0.46% in 1993. In science, but not in humanities, Brazilian publications tend to follow the world publication trend; thus, during the period 1981-1993, 57.9% of Brazilian publications were in life sciences, 35.4% in exact sciences, 3.9% in earth sciences and 2.9% in humanities. The ten institutions with the largest number of publications are universities, which account for half of the all Brazilian publications. The total number of authors on the Brazilian 1981-1993 publications was 52,808. Among these 57.8% appear in only one publication and 17.5% have their publications cited more than 10 times.			Leta, J (corresponding author), FED UNIV RIO DE JANEIRO,DEPT BIOQUIM MED,INST CIENCIAS BIOMED,BR-21941590 RIO JANEIRO,BRAZIL.			Leta, Jacqueline/0000-0002-3271-7749			[Anonymous], 1978, METRIC SCI ADVENT SC; APPENZELLER T, 1995, SCIENCE, V267, P807; DEMEIS L, 1992, INTERCIENCIA, V17, P40; DEMEIS L, 1990, BIOCHEM EDUC, V18, P182, DOI 10.1016/0307-4412(90)90128-B; DEMEIS L, 1989, BIOCHEM EDUC, V17, P127, DOI 10.1016/0307-4412(89)90090-3; GUIMARAES R, 1994, DIRETORIO GRUPOS PES, P11; LEWISON G, 1993, SCIENTOMETRICS, V27, P317, DOI 10.1007/BF02016945; MARSHALL E, 1995, SCIENCE, V267, P811, DOI 10.1126/science.7846525; MARTIN BR, 1987, NATURE, V330, P123, DOI 10.1038/330123a0; *MIN CIENC TECN CO, 1994, REL EST, P38	10	26	31	0	7	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0138-9130			SCIENTOMETRICS	Scientometrics	JAN	1996	35	1					33	44		10.1007/BF02018231			12	Computer Science, Interdisciplinary Applications; Information Science & Library Science	Social Science Citation Index (SSCI)	Computer Science; Information Science & Library Science	UJ972	WOS:A1996UJ97200003					2022-02-13	
J	Magri, M; Solari, A				Magri, M; Solari, A			The SCI Journal Citation Reports: A potential tool for studying journals? .1. Description of the JCR journal population based on the number of citations received, number of source items, impact factor, immediacy index and cited half-life	SCIENTOMETRICS			English	Article								In this paper, we analysed six indicators of the SCI Journal Citation Reports (JCR) over a 19-year period: number of total citations, number of citations to the two previous years, number of source items, impact factor, immediacy index and cited half-life. The JCR seems to have become more or less an authority for evaluating scientific and technical journals, essentially through its impact factor. However it is difficult to find one's way about in the impressive mass of quantitative data that JCR provides each year. We proposed the box plot method to aggregate the values of each indicator so as to obtain, at a glance, portrayals of the JCR population from 1974 to 1993. These images reflected the distribution of the journals into 4 groups designated low, central, high and extreme. The limits of the groups became a reference system with which, for example, it was rapidly possible to situate visually a given journal within the overall JCR population. Moreover, the box plot method, which gives a zoom effect, made it possible to visualize a large sub-population of the JCR usually overshadowed by the journals at the top of the rankings. These top level journals implicitly play the role of reference in evaluation processes. This often incites categorical judgements when the journals to be evaluated are not part of the top level. Our <<rereading>> of the JCR, which presented the JCR product differently, made it possible to qualify these judgements and bring a new light on journals.	INRA, CTR RECH JOUY EN JOSAS, STN PHYSIOL ANIM, UNITE STAT, F-78352 JOUY EN JOSAS, FRANCE		Magri, M (corresponding author), INRA, CTR RECH JOUY EN JOSAS, UNITE CENT DOCUMENTAT, F-78352 JOUY EN JOSAS, FRANCE.						ALLEE RW, 1987, SERIALS LIBR, V13, P47; BROADUS RN, 1985, COLL RES LIBR    JAN, P30; CAWKELL AE, 1978, J AM SOC INFORM SCI, V29, P41, DOI 10.1002/asi.4630290107; CHAMBERS JM, 1983, GRAPHICAL METHODS DA, P386; GARFIELD E, 1990, CURR CONTENTS, V33, P5; GARFIELD E, 1972, SCIENCE, V178, P471, DOI 10.1126/science.178.4060.471; Garfield E., 1979, CITATION INDEXING, P274; GARFIELD E, 1994, 1993 SCI J CITATION; GARFIELD E, 1991, 1989 SCI J CITATION; GARFIELD E, 1978, SCI CITATION INDEX 1, V13, P8; GARFIELD E, 1987, SCI CITATION INDEX 1, V19; GARFIELD E, 1994, CURR CONTENTS, V37, P3; MAGRI MH, 1995, JOURN ET SYST INF EL; REEDSCOTT J, 1988, GUIDE INVENTAIRE COL, P68; RICE BA, 1983, SCI TECHNOLOGY LIB N, P43; SMITH TE, 1985, B MED LIBR ASSOC, V73, P387; SOLARI A, 1995, UNPUB SCI J CITATION, V2; SPRENT P, 1989, APPL NONPARAMETRIC S, P255; TODOROV R, 1988, J INFORM SCI, V14, P47, DOI 10.1177/102831538801400106	19	36	36	2	44	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0138-9130			SCIENTOMETRICS	Scientometrics	JAN	1996	35	1					93	117		10.1007/BF02018235			25	Computer Science, Interdisciplinary Applications; Information Science & Library Science	Social Science Citation Index (SSCI)	Computer Science; Information Science & Library Science	UJ972	WOS:A1996UJ97200007					2022-02-13	
